0.380000,1689.000000
0.760000,1685.000000
1.120000,1687.000000
1.710000,1687.000000
2.100000,1690.000000
2.410000,1688.000000
3.180000,1692.000000
3.220000,1691.000000
3.950000,1689.000000
4.320000,1690.000000
4.760000,1692.000000
5.220000,1700.000000
5.720000,1705.000000
6.120000,1703.000000
7.010000,1718.000000
7.460000,1726.000000
7.920000,1715.000000
8.800000,1721.000000
9.370000,1736.000000
9.810000,1779.000000
10.720000,1823.000000
11.160000,1913.000000
11.660000,1970.000000
12.710000,2078.000000
13.210000,2170.000000
13.760000,2169.000000
14.910000,2239.000000
15.510000,2253.000000
16.060000,2264.000000
16.600000,2244.000000
17.560000,2299.000000
18.100000,2355.000000
19.040000,2341.000000
19.540000,2389.000000
20.050000,2433.000000
20.550000,2464.000000
21.590000,2382.000000
22.050000,2391.000000
22.590000,2457.000000
23.040000,2435.000000
24.080000,2432.000000
24.590000,2391.000000
25.090000,2444.000000
25.580000,2373.000000
26.080000,2342.000000
26.570000,2353.000000
27.070000,2320.000000
27.120000,2373.000000
27.620000,2366.000000
28.130000,2335.000000
28.680000,2318.000000
29.170000,2308.000000
29.670000,2295.000000
30.170000,2307.000000
30.580000,2240.000000
31.210000,2276.000000
31.760000,2254.000000
32.300000,2229.000000
32.860000,2211.000000
33.410000,2259.000000
34.020000,2198.000000
34.470000,2197.000000
35.010000,2157.000000
35.510000,2120.000000
36.000000,2108.000000
36.500000,2081.000000
37.500000,1874.000000
38.010000,1855.000000
38.500000,1820.000000
39.000000,1781.000000
39.550000,1775.000000
40.510000,1744.000000
40.990000,1731.000000
41.510000,1733.000000
42.000000,1743.000000
42.490000,1722.000000
43.000000,1720.000000
43.500000,1715.000000
43.980000,1720.000000
44.550000,1721.000000
44.970000,1707.000000
