ID, t, I
3064, 30.640, 2177.0
3065, 30.650, 2190.0
3066, 30.660, 2225.0
3067, 30.670, 2133.0
3068, 30.680, 1902.0
3069, 30.690, 2226.0
3070, 30.700, 2202.0
3071, 30.710, 1813.0
3072, 30.720, 1818.0
3073, 30.730, 1800.0
3074, 30.740, 1953.0
3075, 30.750, 1863.0
3076, 30.760, 1896.0
3077, 30.770, 1712.0
3078, 30.780, 1764.0
3079, 30.790, 1667.0
3080, 30.800, 1688.0
3081, 30.810, 1736.0
3082, 30.820, 1749.0
3083, 30.830, 1749.0
3084, 30.840, 1610.0
3085, 30.850, 1547.0
3086, 30.860, 1597.0
3087, 30.870, 1625.0
3088, 30.880, 1700.0
3089, 30.890, 1637.0
3090, 30.900, 1487.0
3091, 30.910, 1509.0
3092, 30.920, 1543.0
3093, 30.930, 1640.0
3094, 30.940, 1669.0
3095, 30.950, 1547.0
3096, 30.960, 1491.0
3097, 30.970, 1542.0
3098, 30.980, 1646.0
3099, 30.990, 1657.0
3100, 31.000, 1593.0
3101, 31.010, 1550.0
3102, 31.020, 1520.0
3103, 31.030, 1716.0
3104, 31.040, 1670.0
3105, 31.050, 1713.0
3106, 31.060, 1644.0
3107, 31.070, 1626.0
3108, 31.080, 1763.0
3109, 31.090, 1715.0
3110, 31.100, 1809.0
3111, 31.110, 2107.0
3112, 31.120, 2143.0
3113, 31.130, 2176.0
3114, 31.140, 1819.0
3115, 31.150, 2041.0
3116, 31.160, 2242.0
3117, 31.170, 2235.0
3118, 31.180, 2245.0
3119, 31.190, 2046.0
3120, 31.200, 2194.0
3121, 31.210, 2276.0
3122, 31.220, 2212.0
3123, 31.230, 2250.0
3124, 31.240, 2066.0
3125, 31.250, 1960.0
3126, 31.260, 2011.0
3127, 31.270, 1930.0
3128, 31.280, 2129.0
3129, 31.290, 1786.0
3130, 31.300, 1737.0
3131, 31.310, 1678.0
3132, 31.320, 1729.0
3133, 31.330, 1768.0
3134, 31.340, 1723.0
3135, 31.350, 1678.0
3136, 31.360, 1622.0
3137, 31.370, 1594.0
3138, 31.380, 1682.0
3139, 31.390, 1623.0
3140, 31.400, 1646.0
3141, 31.410, 1576.0
3142, 31.420, 1547.0
3143, 31.430, 1615.0
3144, 31.440, 1559.0
3145, 31.450, 1563.0
3146, 31.460, 1529.0
3147, 31.470, 1517.0
3148, 31.480, 1587.0
3149, 31.490, 1555.0
3150, 31.500, 1573.0
3151, 31.510, 1526.0
3152, 31.520, 1523.0
3153, 31.530, 1595.0
3154, 31.540, 1603.0
3155, 31.550, 1592.0
3156, 31.560, 1555.0
3157, 31.570, 1569.0
3158, 31.580, 1647.0
3159, 31.590, 1664.0
3160, 31.600, 1692.0
3161, 31.610, 1675.0
3162, 31.620, 1659.0
3163, 31.630, 1756.0
3164, 31.640, 1700.0
3165, 31.650, 2091.0
3166, 31.660, 1967.0
3167, 31.670, 2062.0
3168, 31.680, 2037.0
3169, 31.690, 1781.0
3170, 31.700, 2226.0
3171, 31.710, 2238.0
3172, 31.720, 2191.0
3173, 31.730, 2160.0
3174, 31.740, 1839.0
3175, 31.750, 2193.0
3176, 31.760, 2254.0
3177, 31.770, 2218.0
3178, 31.780, 2207.0
3179, 31.790, 2023.0
3180, 31.800, 2151.0
3181, 31.810, 2109.0
3182, 31.820, 2136.0
3183, 31.830, 2107.0
3184, 31.840, 1778.0
3185, 31.850, 1776.0
3186, 31.860, 1753.0
3187, 31.870, 1778.0
3188, 31.880, 1842.0
3189, 31.890, 1695.0
3190, 31.900, 1691.0
3191, 31.910, 1627.0
3192, 31.920, 1680.0
3193, 31.930, 1671.0
3194, 31.940, 1644.0
3195, 31.950, 1617.0
3196, 31.960, 1562.0
3197, 31.970, 1548.0
3198, 31.980, 1607.0
3199, 31.990, 1603.0
3200, 32.000, 1623.0
3201, 32.010, 1568.0
3202, 32.020, 1525.0
3203, 32.030, 1570.0
3204, 32.040, 1530.0
3205, 32.050, 1562.0
3206, 32.060, 1541.0
3207, 32.070, 1530.0
3208, 32.080, 1607.0
3209, 32.090, 1596.0
3210, 32.100, 1600.0
3211, 32.110, 1565.0
3212, 32.120, 1583.0
3213, 32.130, 1613.0
3214, 32.140, 1641.0
3215, 32.150, 1708.0
3216, 32.160, 1667.0
3217, 32.170, 1689.0
3218, 32.180, 1693.0
3219, 32.190, 1732.0
3220, 32.200, 2056.0
3221, 32.210, 2017.0
3222, 32.220, 1872.0
3223, 32.230, 1853.0
3224, 32.240, 1749.0
3225, 32.250, 2169.0
3226, 32.260, 2196.0
3227, 32.270, 2177.0
3228, 32.280, 2204.0
3229, 32.290, 1960.0
3230, 32.300, 2229.0
3231, 32.310, 2205.0
3232, 32.320, 2170.0
3233, 32.330, 2140.0
3234, 32.340, 1980.0
3235, 32.350, 2214.0
3236, 32.360, 2212.0
3237, 32.370, 2185.0
3238, 32.380, 2049.0
3239, 32.390, 1748.0
3240, 32.400, 1814.0
3241, 32.410, 1788.0
3242, 32.420, 1911.0
3243, 32.430, 1765.0
3244, 32.440, 1704.0
3245, 32.450, 1698.0
3246, 32.460, 1668.0
3247, 32.470, 1684.0
3248, 32.480, 1694.0
3249, 32.490, 1600.0
3250, 32.500, 1620.0
3251, 32.510, 1557.0
3252, 32.520, 1595.0
3253, 32.530, 1634.0
3254, 32.540, 1566.0
3255, 32.550, 1600.0
3256, 32.560, 1522.0
3257, 32.570, 1562.0
3258, 32.580, 1581.0
3259, 32.590, 1589.0
3260, 32.600, 1587.0
3261, 32.610, 1514.0
3262, 32.620, 1530.0
3263, 32.630, 1590.0
3264, 32.640, 1596.0
3265, 32.650, 1600.0
3266, 32.660, 1547.0
3267, 32.670, 1556.0
3268, 32.680, 1602.0
3269, 32.690, 1641.0
3270, 32.700, 1689.0
3271, 32.710, 1631.0
3272, 32.720, 1643.0
3273, 32.730, 1653.0
3274, 32.740, 1691.0
3275, 32.750, 2055.0
3276, 32.760, 1823.0
3277, 32.770, 1911.0
3278, 32.780, 1745.0
3279, 32.790, 1778.0
3280, 32.800, 2180.0
3281, 32.810, 2141.0
3282, 32.820, 2163.0
3283, 32.830, 1989.0
3284, 32.840, 1944.0
3285, 32.850, 2191.0
3286, 32.860, 2211.0
3287, 32.870, 2204.0
3288, 32.880, 2139.0
3289, 32.890, 2007.0
3290, 32.900, 2201.0
3291, 32.910, 2192.0
3292, 32.920, 2189.0
3293, 32.930, 2072.0
3294, 32.940, 1800.0
3295, 32.950, 1911.0
3296, 32.960, 1870.0
3297, 32.970, 1958.0
3298, 32.980, 1798.0
3299, 32.990, 1737.0
3300, 33.000, 1731.0
3301, 33.010, 1682.0
3302, 33.020, 1725.0
3303, 33.030, 1688.0
3304, 33.040, 1660.0
3305, 33.050, 1638.0
3306, 33.060, 1592.0
3307, 33.070, 1629.0
3308, 33.080, 1616.0
3309, 33.090, 1622.0
3310, 33.100, 1597.0
3311, 33.110, 1554.0
3312, 33.120, 1562.0
3313, 33.130, 1590.0
3314, 33.140, 1581.0
3315, 33.150, 1571.0
3316, 33.160, 1534.0
3317, 33.170, 1571.0
3318, 33.180, 1609.0
3319, 33.190, 1571.0
3320, 33.200, 1583.0
3321, 33.210, 1535.0
3322, 33.220, 1570.0
3323, 33.230, 1603.0
3324, 33.240, 1617.0
3325, 33.250, 1619.0
3326, 33.260, 1573.0
3327, 33.270, 1641.0
3328, 33.280, 1658.0
3329, 33.290, 1728.0
3330, 33.300, 1714.0
3331, 33.310, 1675.0
3332, 33.320, 1712.0
3333, 33.330, 1737.0
3334, 33.340, 1831.0
3335, 33.350, 2122.0
3336, 33.360, 1980.0
3337, 33.370, 1928.0
3338, 33.380, 1746.0
3339, 33.390, 1949.0
3340, 33.400, 2245.0
3341, 33.410, 2259.0
3342, 33.420, 2249.0
3343, 33.430, 1972.0
3344, 33.440, 1836.0
3345, 33.450, 2162.0
3346, 33.460, 2199.0
3347, 33.470, 2218.0
3348, 33.480, 2088.0
3349, 33.490, 1977.0
3350, 33.500, 1872.0
3351, 33.510, 1845.0
3352, 33.520, 1919.0
3353, 33.530, 1798.0
3354, 33.540, 1737.0
3355, 33.550, 1713.0
3356, 33.560, 1676.0
3357, 33.570, 1723.0
3358, 33.580, 1684.0
3359, 33.590, 1667.0
3360, 33.600, 1656.0
3361, 33.610, 1619.0
3362, 33.620, 1654.0
3363, 33.630, 1605.0
3364, 33.640, 1615.0
3365, 33.650, 1603.0
3366, 33.660, 1567.0
3367, 33.670, 1626.0
3368, 33.680, 1580.0
3369, 33.690, 1584.0
3370, 33.700, 1548.0
3371, 33.710, 1537.0
3372, 33.720, 1594.0
3373, 33.730, 1604.0
3374, 33.740, 1608.0
3375, 33.750, 1561.0
3376, 33.760, 1560.0
3377, 33.770, 1630.0
3378, 33.780, 1639.0
3379, 33.790, 1657.0
3380, 33.800, 1633.0
3381, 33.810, 1624.0
3382, 33.820, 1704.0
3383, 33.830, 1697.0
3384, 33.840, 1804.0
3385, 33.850, 1824.0
3386, 33.860, 1756.0
3387, 33.870, 1840.0
3388, 33.880, 1723.0
3389, 33.890, 2067.0
3390, 33.900, 2155.0
3391, 33.910, 2164.0
3392, 33.920, 2160.0
3393, 33.930, 1806.0
3394, 33.940, 2102.0
3395, 33.950, 2181.0
3396, 33.960, 2196.0
3397, 33.970, 2180.0
3398, 33.980, 1963.0
3399, 33.990, 1990.0
3400, 34.000, 2135.0
3401, 34.010, 2165.0
3402, 34.020, 2198.0
3403, 34.030, 1817.0
3404, 34.040, 1793.0
3405, 34.050, 1790.0
3406, 34.060, 1824.0
3407, 34.070, 1831.0
3408, 34.080, 1701.0
3409, 34.090, 1716.0
3410, 34.100, 1675.0
3411, 34.110, 1673.0
3412, 34.120, 1696.0
3413, 34.130, 1652.0
3414, 34.140, 1679.0
3415, 34.150, 1606.0
3416, 34.160, 1596.0
3417, 34.170, 1618.0
3418, 34.180, 1623.0
3419, 34.190, 1625.0
3420, 34.200, 1549.0
3421, 34.210, 1545.0
3422, 34.220, 1606.0
3423, 34.230, 1593.0
3424, 34.240, 1605.0
3425, 34.250, 1558.0
3426, 34.260, 1545.0
3427, 34.270, 1588.0
3428, 34.280, 1597.0
3429, 34.290, 1639.0
3430, 34.300, 1604.0
3431, 34.310, 1586.0
3432, 34.320, 1604.0
3433, 34.330, 1632.0
3434, 34.340, 1722.0
3435, 34.350, 1702.0
3436, 34.360, 1692.0
3437, 34.370, 1698.0
3438, 34.380, 1690.0
3439, 34.390, 1786.0
3440, 34.400, 1788.0
3441, 34.410, 2011.0
3442, 34.420, 1860.0
3443, 34.430, 1742.0
3444, 34.440, 1881.0
3445, 34.450, 2047.0
3446, 34.460, 2163.0
3447, 34.470, 2197.0
3448, 34.480, 1886.0
3449, 34.490, 2064.0
3450, 34.500, 2138.0
3451, 34.510, 2170.0
3452, 34.520, 2174.0
3453, 34.530, 1908.0
3454, 34.540, 2014.0
3455, 34.550, 1800.0
3456, 34.560, 1938.0
3457, 34.570, 1893.0
3458, 34.580, 1767.0
3459, 34.590, 1761.0
3460, 34.600, 1702.0
3461, 34.610, 1721.0
3462, 34.620, 1705.0
3463, 34.630, 1701.0
3464, 34.640, 1682.0
3465, 34.650, 1628.0
3466, 34.660, 1640.0
3467, 34.670, 1635.0
3468, 34.680, 1637.0
3469, 34.690, 1626.0
3470, 34.700, 1575.0
3471, 34.710, 1579.0
3472, 34.720, 1611.0
3473, 34.730, 1596.0
3474, 34.740, 1631.0
3475, 34.750, 1552.0
3476, 34.760, 1567.0
3477, 34.770, 1585.0
3478, 34.780, 1595.0
3479, 34.790, 1617.0
3480, 34.800, 1572.0
3481, 34.810, 1584.0
3482, 34.820, 1601.0
3483, 34.830, 1650.0
3484, 34.840, 1672.0
3485, 34.850, 1674.0
3486, 34.860, 1679.0
3487, 34.870, 1668.0
3488, 34.880, 1713.0
3489, 34.890, 1741.0
3490, 34.900, 1729.0
3491, 34.910, 1843.0
3492, 34.920, 1779.0
3493, 34.930, 1787.0
3494, 34.940, 1942.0
3495, 34.950, 1989.0
3496, 34.960, 2141.0
3497, 34.970, 2018.0
3498, 34.980, 1859.0
3499, 34.990, 2044.0
3500, 35.000, 2094.0
3501, 35.010, 2157.0
3502, 35.020, 1990.0
3503, 35.030, 1877.0
3504, 35.040, 1906.0
3505, 35.050, 1876.0
3506, 35.060, 1954.0
3507, 35.070, 1784.0
3508, 35.080, 1759.0
3509, 35.090, 1719.0
3510, 35.100, 1709.0
3511, 35.110, 1742.0
3512, 35.120, 1711.0
3513, 35.130, 1680.0
3514, 35.140, 1646.0
3515, 35.150, 1623.0
3516, 35.160, 1646.0
3517, 35.170, 1636.0
3518, 35.180, 1658.0
3519, 35.190, 1605.0
3520, 35.200, 1560.0
3521, 35.210, 1589.0
3522, 35.220, 1582.0
3523, 35.230, 1640.0
3524, 35.240, 1596.0
3525, 35.250, 1549.0
3526, 35.260, 1571.0
3527, 35.270, 1587.0
3528, 35.280, 1627.0
3529, 35.290, 1603.0
3530, 35.300, 1574.0
3531, 35.310, 1600.0
3532, 35.320, 1627.0
3533, 35.330, 1671.0
3534, 35.340, 1673.0
3535, 35.350, 1663.0
3536, 35.360, 1681.0
3537, 35.370, 1681.0
3538, 35.380, 1729.0
3539, 35.390, 1747.0
3540, 35.400, 1828.0
3541, 35.410, 1963.0
3542, 35.420, 1745.0
3543, 35.430, 1847.0
3544, 35.440, 1801.0
3545, 35.450, 1993.0
3546, 35.460, 2129.0
3547, 35.470, 1860.0
3548, 35.480, 1944.0
3549, 35.490, 1860.0
3550, 35.500, 2118.0
3551, 35.510, 2120.0
3552, 35.520, 1942.0
3553, 35.530, 1851.0
3554, 35.540, 1763.0
3555, 35.550, 1814.0
3556, 35.560, 1904.0
3557, 35.570, 1785.0
3558, 35.580, 1747.0
3559, 35.590, 1684.0
3560, 35.600, 1691.0
3561, 35.610, 1694.0
3562, 35.620, 1671.0
3563, 35.630, 1683.0
3564, 35.640, 1632.0
3565, 35.650, 1636.0
3566, 35.660, 1626.0
3567, 35.670, 1608.0
3568, 35.680, 1647.0
3569, 35.690, 1590.0
3570, 35.700, 1599.0
3571, 35.710, 1602.0
3572, 35.720, 1577.0
3573, 35.730, 1617.0
3574, 35.740, 1582.0
3575, 35.750, 1590.0
3576, 35.760, 1589.0
3577, 35.770, 1596.0
3578, 35.780, 1624.0
3579, 35.790, 1608.0
3580, 35.800, 1624.0
3581, 35.810, 1610.0
3582, 35.820, 1614.0
3583, 35.830, 1654.0
3584, 35.840, 1668.0
3585, 35.850, 1690.0
3586, 35.860, 1690.0
3587, 35.870, 1709.0
3588, 35.880, 1722.0
3589, 35.890, 1712.0
3590, 35.900, 1818.0
3591, 35.910, 1792.0
3592, 35.920, 1773.0
3593, 35.930, 1767.0
3594, 35.940, 1794.0
3595, 35.950, 2097.0
3596, 35.960, 2057.0
3597, 35.970, 1938.0
3598, 35.980, 1884.0
3599, 35.990, 1883.0
3600, 36.000, 2108.0
3601, 36.010, 2041.0
3602, 36.020, 1870.0
3603, 36.030, 1814.0
3604, 36.040, 1782.0
3605, 36.050, 1849.0
3606, 36.060, 1774.0
3607, 36.070, 1738.0
3608, 36.080, 1715.0
3609, 36.090, 1683.0
3610, 36.100, 1734.0
3611, 36.110, 1693.0
3612, 36.120, 1691.0
3613, 36.130, 1659.0
3614, 36.140, 1626.0
3615, 36.150, 1633.0
3616, 36.160, 1619.0
3617, 36.170, 1645.0
3618, 36.180, 1617.0
3619, 36.190, 1598.0
3620, 36.200, 1598.0
3621, 36.210, 1575.0
3622, 36.220, 1603.0
3623, 36.230, 1618.0
3624, 36.240, 1600.0
3625, 36.250, 1595.0
3626, 36.260, 1583.0
3627, 36.270, 1601.0
3628, 36.280, 1635.0
3629, 36.290, 1616.0
3630, 36.300, 1632.0
3631, 36.310, 1617.0
3632, 36.320, 1647.0
3633, 36.330, 1655.0
3634, 36.340, 1656.0
3635, 36.350, 1681.0
3636, 36.360, 1658.0
3637, 36.370, 1700.0
3638, 36.380, 1699.0
3639, 36.390, 1747.0
3640, 36.400, 1806.0
3641, 36.410, 1747.0
3642, 36.420, 1761.0
3643, 36.430, 1756.0
3644, 36.440, 1827.0
3645, 36.450, 2059.0
3646, 36.460, 1933.0
3647, 36.470, 1830.0
3648, 36.480, 1825.0
3649, 36.490, 1863.0
3650, 36.500, 2081.0
3651, 36.510, 1956.0
3652, 36.520, 1839.0
3653, 36.530, 1767.0
3654, 36.540, 1789.0
3655, 36.550, 1845.0
3656, 36.560, 1788.0
3657, 36.570, 1763.0
3658, 36.580, 1718.0
3659, 36.590, 1705.0
3660, 36.600, 1733.0
3661, 36.610, 1702.0
3662, 36.620, 1709.0
3663, 36.630, 1671.0
3664, 36.640, 1653.0
3665, 36.650, 1643.0
3666, 36.660, 1643.0
3667, 36.670, 1659.0
3668, 36.680, 1629.0
3669, 36.690, 1612.0
3670, 36.700, 1611.0
3671, 36.710, 1581.0
3672, 36.720, 1631.0
3673, 36.730, 1629.0
3674, 36.740, 1609.0
3675, 36.750, 1603.0
3676, 36.760, 1591.0
3677, 36.770, 1630.0
3678, 36.780, 1641.0
3679, 36.790, 1624.0
3680, 36.800, 1612.0
3681, 36.810, 1612.0
3682, 36.820, 1641.0
3683, 36.830, 1655.0
3684, 36.840, 1677.0
3685, 36.850, 1651.0
3686, 36.860, 1656.0
3687, 36.870, 1684.0
3688, 36.880, 1685.0
3689, 36.890, 1729.0
3690, 36.900, 1747.0
3691, 36.910, 1729.0
3692, 36.920, 1751.0
3693, 36.930, 1727.0
3694, 36.940, 1791.0
3695, 36.950, 1931.0
3696, 36.960, 1850.0
3697, 36.970, 1899.0
3698, 36.980, 1760.0
3699, 36.990, 1821.0
3700, 37.000, 1960.0
3701, 37.010, 1902.0
3702, 37.020, 1905.0
3703, 37.030, 1752.0
3704, 37.040, 1775.0
3705, 37.050, 1765.0
3706, 37.060, 1774.0
3707, 37.070, 1777.0
3708, 37.080, 1723.0
3709, 37.090, 1710.0
3710, 37.100, 1684.0
3711, 37.110, 1699.0
3712, 37.120, 1718.0
3713, 37.130, 1687.0
3714, 37.140, 1674.0
3715, 37.150, 1635.0
3716, 37.160, 1632.0
3717, 37.170, 1653.0
3718, 37.180, 1646.0
3719, 37.190, 1647.0
3720, 37.200, 1614.0
3721, 37.210, 1609.0
3722, 37.220, 1639.0
3723, 37.230, 1634.0
3724, 37.240, 1637.0
3725, 37.250, 1605.0
3726, 37.260, 1607.0
3727, 37.270, 1639.0
3728, 37.280, 1630.0
3729, 37.290, 1643.0
3730, 37.300, 1623.0
3731, 37.310, 1639.0
3732, 37.320, 1659.0
3733, 37.330, 1670.0
3734, 37.340, 1670.0
3735, 37.350, 1660.0
3736, 37.360, 1682.0
3737, 37.370, 1698.0
3738, 37.380, 1704.0
3739, 37.390, 1741.0
3740, 37.400, 1709.0
3741, 37.410, 1734.0
3742, 37.420, 1765.0
3743, 37.430, 1715.0
3744, 37.440, 1813.0
3745, 37.450, 1813.0
3746, 37.460, 1788.0
3747, 37.470, 1773.0
3748, 37.480, 1757.0
3749, 37.490, 1849.0
3750, 37.500, 1874.0
3751, 37.510, 1842.0
3752, 37.520, 1773.0
3753, 37.530, 1753.0
3754, 37.540, 1798.0
3755, 37.550, 1757.0
3756, 37.560, 1782.0
3757, 37.570, 1731.0
3758, 37.580, 1722.0
3759, 37.590, 1714.0
3760, 37.600, 1700.0
3761, 37.610, 1696.0
3762, 37.620, 1693.0
3763, 37.630, 1676.0
3764, 37.640, 1684.0
3765, 37.650, 1650.0
3766, 37.660, 1681.0
3767, 37.670, 1670.0
3768, 37.680, 1654.0
3769, 37.690, 1644.0
3770, 37.700, 1620.0
3771, 37.710, 1634.0
3772, 37.720, 1640.0
3773, 37.730, 1630.0
3774, 37.740, 1626.0
3775, 37.750, 1602.0
3776, 37.760, 1610.0
3777, 37.770, 1641.0
3778, 37.780, 1653.0
3779, 37.790, 1650.0
3780, 37.800, 1623.0
3781, 37.810, 1635.0
3782, 37.820, 1650.0
3783, 37.830, 1678.0
3784, 37.840, 1670.0
3785, 37.850, 1659.0
3786, 37.860, 1672.0
3787, 37.870, 1679.0
3788, 37.880, 1700.0
3789, 37.890, 1728.0
3790, 37.900, 1715.0
3791, 37.910, 1727.0
3792, 37.920, 1693.0
3793, 37.930, 1718.0
3794, 37.940, 1788.0
3795, 37.950, 1765.0
3796, 37.960, 1790.0
3797, 37.970, 1717.0
3798, 37.980, 1731.0
3799, 37.990, 1778.0
3800, 38.000, 1826.0
3801, 38.010, 1855.0
3802, 38.020, 1775.0
3803, 38.030, 1747.0
3804, 38.040, 1770.0
3805, 38.050, 1775.0
3806, 38.060, 1786.0
3807, 38.070, 1722.0
3808, 38.080, 1717.0
3809, 38.090, 1716.0
3810, 38.100, 1712.0
3811, 38.110, 1720.0
3812, 38.120, 1700.0
3813, 38.130, 1693.0
3814, 38.140, 1684.0
3815, 38.150, 1662.0
3816, 38.160, 1681.0
3817, 38.170, 1668.0
3818, 38.180, 1684.0
3819, 38.190, 1648.0
3820, 38.200, 1626.0
3821, 38.210, 1647.0
3822, 38.220, 1662.0
3823, 38.230, 1669.0
3824, 38.240, 1644.0
3825, 38.250, 1617.0
3826, 38.260, 1631.0
3827, 38.270, 1640.0
3828, 38.280, 1647.0
3829, 38.290, 1642.0
3830, 38.300, 1622.0
3831, 38.310, 1637.0
3832, 38.320, 1653.0
3833, 38.330, 1666.0
3834, 38.340, 1664.0
3835, 38.350, 1662.0
3836, 38.360, 1670.0
3837, 38.370, 1677.0
3838, 38.380, 1711.0
3839, 38.390, 1702.0
3840, 38.400, 1711.0
3841, 38.410, 1723.0
3842, 38.420, 1692.0
3843, 38.430, 1735.0
3844, 38.440, 1755.0
3845, 38.450, 1755.0
3846, 38.460, 1762.0
3847, 38.470, 1720.0
3848, 38.480, 1733.0
3849, 38.490, 1779.0
3850, 38.500, 1820.0
3851, 38.510, 1790.0
3852, 38.520, 1742.0
3853, 38.530, 1744.0
3854, 38.540, 1757.0
3855, 38.550, 1773.0
3856, 38.560, 1784.0
3857, 38.570, 1723.0
3858, 38.580, 1710.0
3859, 38.590, 1716.0
3860, 38.600, 1726.0
3861, 38.610, 1731.0
3862, 38.620, 1709.0
3863, 38.630, 1704.0
3864, 38.640, 1674.0
3865, 38.650, 1688.0
3866, 38.660, 1687.0
3867, 38.670, 1677.0
3868, 38.680, 1681.0
3869, 38.690, 1651.0
3870, 38.700, 1657.0
3871, 38.710, 1665.0
3872, 38.720, 1655.0
3873, 38.730, 1667.0
3874, 38.740, 1639.0
3875, 38.750, 1626.0
3876, 38.760, 1643.0
3877, 38.770, 1648.0
3878, 38.780, 1668.0
3879, 38.790, 1647.0
3880, 38.800, 1640.0
3881, 38.810, 1653.0
3882, 38.820, 1662.0
3883, 38.830, 1682.0
3884, 38.840, 1664.0
3885, 38.850, 1681.0
3886, 38.860, 1673.0
3887, 38.870, 1681.0
3888, 38.880, 1698.0
3889, 38.890, 1707.0
3890, 38.900, 1734.0
3891, 38.910, 1711.0
3892, 38.920, 1700.0
3893, 38.930, 1722.0
3894, 38.940, 1731.0
3895, 38.950, 1761.0
3896, 38.960, 1750.0
3897, 38.970, 1721.0
3898, 38.980, 1744.0
3899, 38.990, 1747.0
3900, 39.000, 1781.0
3901, 39.010, 1765.0
3902, 39.020, 1736.0
3903, 39.030, 1731.0
3904, 39.040, 1740.0
3905, 39.050, 1765.0
3906, 39.060, 1746.0
3907, 39.070, 1714.0
3908, 39.080, 1718.0
3909, 39.090, 1711.0
3910, 39.100, 1732.0
3911, 39.110, 1701.0
3912, 39.120, 1700.0
3913, 39.130, 1690.0
3914, 39.140, 1678.0
3915, 39.150, 1686.0
3916, 39.160, 1685.0
3917, 39.170, 1676.0
3918, 39.180, 1669.0
3919, 39.190, 1645.0
3920, 39.200, 1656.0
3921, 39.210, 1651.0
3922, 39.220, 1667.0
3923, 39.230, 1662.0
3924, 39.240, 1637.0
3925, 39.250, 1642.0
3926, 39.260, 1644.0
3927, 39.270, 1670.0
3928, 39.280, 1671.0
3929, 39.290, 1654.0
3930, 39.300, 1649.0
3931, 39.310, 1662.0
3932, 39.320, 1691.0
3933, 39.330, 1677.0
3934, 39.340, 1673.0
3935, 39.350, 1682.0
3936, 39.360, 1675.0
3937, 39.370, 1700.0
3938, 39.380, 1709.0
3939, 39.390, 1723.0
3940, 39.400, 1720.0
3941, 39.410, 1693.0
3942, 39.420, 1697.0
3943, 39.430, 1709.0
3944, 39.440, 1750.0
3945, 39.450, 1748.0
3946, 39.460, 1707.0
3947, 39.470, 1699.0
3948, 39.480, 1721.0
3949, 39.490, 1751.0
3950, 39.500, 1770.0
3951, 39.510, 1734.0
3952, 39.520, 1716.0
3953, 39.530, 1716.0
3954, 39.540, 1732.0
3955, 39.550, 1775.0
3956, 39.560, 1736.0
3957, 39.570, 1706.0
3958, 39.580, 1694.0
3959, 39.590, 1711.0
3960, 39.600, 1731.0
3961, 39.610, 1705.0
3962, 39.620, 1698.0
3963, 39.630, 1668.0
3964, 39.640, 1671.0
3965, 39.650, 1675.0
3966, 39.660, 1688.0
3967, 39.670, 1691.0
3968, 39.680, 1661.0
3969, 39.690, 1648.0
3970, 39.700, 1656.0
3971, 39.710, 1668.0
3972, 39.720, 1697.0
3973, 39.730, 1660.0
3974, 39.740, 1640.0
3975, 39.750, 1645.0
3976, 39.760, 1656.0
3977, 39.770, 1680.0
3978, 39.780, 1673.0
3979, 39.790, 1655.0
3980, 39.800, 1659.0
3981, 39.810, 1656.0
3982, 39.820, 1674.0
3983, 39.830, 1677.0
3984, 39.840, 1669.0
3985, 39.850, 1673.0
3986, 39.860, 1680.0
3987, 39.870, 1688.0
3988, 39.880, 1685.0
3989, 39.890, 1692.0
3990, 39.900, 1700.0
3991, 39.910, 1706.0
3992, 39.920, 1702.0
3993, 39.930, 1694.0
3994, 39.940, 1710.0
3995, 39.950, 1725.0
3996, 39.960, 1737.0
3997, 39.970, 1719.0
3998, 39.980, 1681.0
3999, 39.990, 1719.0
4000, 40.000, 1733.0
4001, 40.010, 1738.0
4002, 40.020, 1725.0
4003, 40.030, 1707.0
4004, 40.040, 1724.0
4005, 40.050, 1748.0
4006, 40.060, 1736.0
4007, 40.070, 1724.0
4008, 40.080, 1694.0
4009, 40.090, 1701.0
4010, 40.100, 1721.0
4011, 40.110, 1719.0
4012, 40.120, 1709.0
4013, 40.130, 1677.0
4014, 40.140, 1685.0
4015, 40.150, 1679.0
4016, 40.160, 1706.0
4017, 40.170, 1704.0
4018, 40.180, 1674.0
4019, 40.190, 1657.0
4020, 40.200, 1661.0
4021, 40.210, 1680.0
4022, 40.220, 1694.0
4023, 40.230, 1661.0
4024, 40.240, 1653.0
4025, 40.250, 1657.0
4026, 40.260, 1680.0
4027, 40.270, 1694.0
4028, 40.280, 1676.0
4029, 40.290, 1649.0
4030, 40.300, 1655.0
4031, 40.310, 1663.0
4032, 40.320, 1687.0
4033, 40.330, 1680.0
4034, 40.340, 1670.0
4035, 40.350, 1673.0
4036, 40.360, 1690.0
4037, 40.370, 1675.0
4038, 40.380, 1690.0
4039, 40.390, 1699.0
4040, 40.400, 1691.0
4041, 40.410, 1716.0
4042, 40.420, 1702.0
4043, 40.430, 1700.0
4044, 40.440, 1717.0
4045, 40.450, 1714.0
4046, 40.460, 1730.0
4047, 40.470, 1716.0
4048, 40.480, 1704.0
4049, 40.490, 1733.0
4050, 40.500, 1739.0
4051, 40.510, 1744.0
4052, 40.520, 1721.0
4053, 40.530, 1701.0
4054, 40.540, 1729.0
4055, 40.550, 1724.0
4056, 40.560, 1732.0
4057, 40.570, 1703.0
4058, 40.580, 1698.0
4059, 40.590, 1707.0
4060, 40.600, 1713.0
4061, 40.610, 1719.0
4062, 40.620, 1699.0
